Date,y,lgb_pred
2022-11-24,1729664.2,1689992.5126997372
2022-11-25,1527923.9,1619927.6127615871
2022-11-26,2035639.78,1492173.544127945
2022-11-27,3138619.13,2037669.8474343831
2022-11-28,2104917.42,2336046.993146093
2022-11-29,2558728.79,2596827.6178248054
2022-11-30,1317689.52,2645653.6672237
2022-12-01,1668445.9,2267491.5506332982
2022-12-02,720381.04,1709851.6055404958
2022-12-03,753704.17,1150271.5120155693
2022-12-04,664409.51,1098068.269096193
2022-12-05,1607335.1,1231169.6699198491
2022-12-06,1436188.44,1335788.3768788828
2022-12-07,760218.13,1299602.4782586447
2022-12-08,818209.67,1397951.028969538
2022-12-09,1323267.85,1453997.821197262
2022-12-10,1598936.84,1417899.7994261251
2022-12-11,1420910.74,1366501.5109602849
2022-12-12,1983085.06,1722070.570610927
2022-12-13,1652309.19,1652086.7549559462
2022-12-14,1662243.59,1957589.5546041038
2022-12-15,1494318.64,1876498.6177950262
2022-12-16,1482192.97,1795702.778125474
2022-12-17,1302193.74,1768196.5790239547
2022-12-18,2201374.59,1775797.1875392706
2022-12-19,2250767.39,1925994.5799549723
2022-12-20,2026810.08,2056769.3739290042
2022-12-21,1795395.02,2241442.0811806377
2022-12-22,1791622.46,2166675.226988826
2022-12-23,1501209.11,2045218.7110406864
2022-12-24,1390870.89,1819829.211914371
2022-12-25,1136772.53,1697724.1965203008
2022-12-26,2110830.12,1811469.1821655622
2022-12-27,2100553.66,2267042.205851914
2022-12-28,3448729.2,3125809.3892398714
2022-12-29,3083944.33,3528362.190249831
2022-12-30,2884668.76,3420980.8774316153
2022-12-31,2383037.48,3118155.173716315
